id,screenName,tag,followerCount,lang,tweetID
1969527638,LlngoMakeEmCum_,#nationaldogday,319,en,769310701580083200
51878493,_notmichelle,#nationaldogday,275,en,769309490038439936
1393409100,jesseayye,#narcos,120,en,771622623583186944
232891415,MrBrianLloyd,#gloryoutnow,492,en,769308131696467969
710130422907207680,sarahdorat_16,#nationaldogday,128,en,769309769144283137
3649469655,wanderIustregui,#veranomtv2016,479,en,771340902308671488
99769502,andhesonit,felipe massa,1875,en,771321872936042496
413415713,Jas_Thxku,#narcos,582,en,771632931903197184
518053777,KLitzau,#nationaldogday,688,en,769306212894638080
3167964531,ThePettyHomo,#nationaldogday,204,en,769307613825798145
634516322,darkgreyxv,#getwellsoonjackson,859,en,771335763220848640
3157134163,michellemichmic,#justinssextapeleakedparty,138,en,769856892327776256
1852404296,FreeFX2,galaxy note 7,193,en,771636969935810561
320733081,RichLantos,#nationaldogday,243,en,769308844484882435
611525786,lonesomestereo,#backtohogwarts,384,en,771336794872745984
451819350,topnotchcvlt,#backtohogwarts,1046,en,771336450231111680
465857810,m_e_lees,#backtohogwarts,111,en,771336458342891521
1969604874,reml_conway,#backtohogwarts,228,en,771336465124986880
1238939516,HobiHobiHaz,#getwellsoonjackson,413,en,771336487254327296
177694573,BeyonceStanBish,britney,567,en,770277117254856705
4781323279,mrtzchris09,#narcos,142,en,771631069032386560
299828914,ramzax10,#backtohogwarts,105,en,771392211342782466
2728660403,a_sewart,#nationaldogday,129,en,769297114950144002
353480695,ambreezye,#prettylittleliars,178,en,771623591959855104
1687385503,trisetella,#nationaldogday,167,en,769297523597045762
2422549237,aguilarmigs,cape canaveral,258,en,771352107718877185
1282070173,e_loochie,#replacetøplyricswithharambe,414,en,769856323596918784
69611563,ViktorSeriogin,#narcos,276,en,771611105395216384
4890830966,oliviaaajames,#nationaldogday,140,en,769310189434482688
3336015731,ghoulslayers,#youtubeisoverparty,249,en,771385025245941760
3355871489,UrosRancic,#youtubeisoverparty,155,en,771385027821207552
1001608224,zunurain214,galaxy note 7,376,en,771635566047666176
2283712435,Meagan_Grieger,#backtohogwarts,111,en,771337198901858308
2163836409,tytheintern,naruto,184,en,771392183693811712
2966611953,WWMobileNews,galaxy note 7,143,en,771634633087651842
65282450,MCsnipes,#narcos,250,en,771611083740020736
708420695508783104,Naktadogg,#isac2016,301,en,770277653479849984
262750792,cooperjellybean,#nationaldogday,121,en,769299134821961728
4312278809,taeftjimin,#getwellsoonjackson,114,en,771321488221868032
736866783794221057,BIEBERnRIRI,#journalsstansparty,291,en,771610330703147008
4520523681,fiona_langdon,felipe massa,112,en,771320842525429760
1697751456,EmmanCabs,#backtohogwarts,115,en,771321489500942337
543355544,hannahturner19x,#youtubeisoverparty,205,en,771380732300320769
202889423,KARMAWOWZA,#backtohogwarts,175,en,771341229053337601
2949013004,lilacjaime,#respecttylerjoseph,464,en,769304516969766912
1970490685,V4apese,#italiangp,234,en,771627247744593920
277759851,ThePerfectPad57,#nationaldogday,483,en,769304032057909252
1210896074,KellerDwight,galaxy note 7,118,en,771633961965527040
26033888,emailthebert,verstappen,214,en,771633983167737857
409072888,eebeniro,galaxy note 7,499,en,771633983524249602
236494285,KiusRaie,#justinssextapeleakedparty,278,en,769854677659820032
738833141905903616,mjsty_,#larryisoverparty,131,en,771629009666908160
2964865655,Teri0328,#britneytoday,411,en,771335787455520769
859915406,princesssam93,#prettylittleliars,195,en,771335788260954112
2159892348,Holliewrightx,#1yearofjetblackheart,1223,en,769862661127364612
1061707502,emmkov,#respecttylerjoseph,166,en,769298667639570432
1012180309,celtic_stephen,#backtohogwarts,269,en,771336837893791744
1970021983,xJanosklansx_UK,#backtohogwarts,262,en,771336837931601920
623034920,iam_ybnl,cape canaveral,377,en,771347460279169027
716832511821615104,randomafstuff,#nationaldogday,117,en,769304452209651716
2582126342,be975n_,#getwellsoonjackson,374,en,771322884341903361
2629780522,mattate9,#nationaldogday,167,en,769298250314592258
731223079955795968,coolhikingblog,#nationaldogday,632,en,769303142806724612
765096881949028352,themaddywong,#nationaldogday,128,en,769306873270906880
114026048,buff_n3rd,#nationaldogday,131,en,769307790472994816
47816500,RiotSquirrrl,#nationaldogday,276,en,769306528797102081
1038752040,JVP_28,#nationaldogday,616,en,769293714007138305
2351267085,NyahNyahc,#nationaldogday,233,en,769293799109591040
1004262000,stocksytim,bournemouth,112,en,771059794400731136
1452928032,djinnfrared,halsey,312,en,770277352144330753
124968472,vigneshponnuvel,galaxy note 7,159,en,771631849479090176
327848576,Louis_Aquino,#whatsapp,425,en,769313190312341504
3002349627,maranda0622,#nationaldogday,154,en,769303117674508288
3656950514,SgimMigs,harry potter,220,en,771618565191413761
398585891,jayji_,#getwellsoonjackson,1076,en,771372316655706112
2573758772,_Flower_Crown,#happybirthdaydylanobrien,131,en,769308606537699329
829620078,stephi_viviana,#nationaldogday,114,en,769308612074336256
1721614015,estradalec,#narcos,273,en,771625402699616258
2402477665,larriesbutthole,#justinssextapeleakedparty,354,en,769855704358199296
1867019000,untouchablexo,#lotto3rdwin,634,en,769855688692551681
3670022000,Miss_Tribal,#narcos,165,en,771636458532712452
1229860021,aizzart_,#getwellsoonjackson,377,en,771321542890315776
29865474,kerrycalderon,cape canaveral,208,en,771347182125395969
2206742897,Kyleigh_28,#nationaldogday,155,en,769310451297505281
44106837,Pyro46,galaxy note 7,129,en,771631367641706496
3146197834,monkeyer2001,#larryisoverparty,178,en,771630488721068032
62443954,ssudhirkumar,galaxy note 7,10166,en,771630486770753537
2331525829,jvong1120,#narcos,161,en,771633130763538432
4858405355,Nepherdoodle,#nationaldogday,691,en,769310178432933888
75334422,CharmCityBarfly,#nationaldogday,805,en,769311875280625664
327060974,JackiiiBee,#nationaldogday,428,en,769294612020224000
27086222,LasLad,#nationaldogday,123,en,769294612934619136
738903193,PapiaAlom,#nationaldogday,133,en,769310626942509056
729086055274582016,LXlESGREY,#nationaldogday,440,en,769305510831067136
166677653,AlBatrick,#backtohogwarts,1874,en,771321236026785792
1187590927,_Mariee96,halsey,938,en,770277436386713600
2889779582,guminya924x,#isac2016,568,en,770277434700607493
2950294090,Ela_cccp,#happybirthdayliampayne,125,en,770277434096836608
131870282,mrabro,galaxy note 7,484,en,771636824242475008
3323379691,payton_meskan,#nationaldogday,129,en,769307595614015488
69661866,albart31,#nationaldogday,257,en,769308169826959360
2761959603,PennyFreytes,#backtohogwarts,302,en,771322487510630401
1328491903,geekcrusade,#narcos,888,en,771608520026230785
2166455005,kres_teyan,#backtohogwarts,256,en,771341271436636161
1326270841,uraveragejosiah,#nationaldogday,132,en,769306892900241408
701740027995361280,allah_trapbar,#youtubeisoverparty,131,en,771380688868274176
428694691,Markomania,bournemouth,111,en,771054245307187200
491885770,emmaadaniell,#nationaldogday,386,en,769307855283290112
709037473209454592,huki_f,#louisweloveyou,159,en,769305153409343488
717045547559878656,PieMan24601,#nintendodirect,130,en,771351974751109121
2798011874,MyNewSoundtrack,#nintendodirect,624,en,771352031378415617
11227512,fafner,cape canaveral,1494,en,771347442818244608
20681341,wade_county,galaxy note 7,427,en,771633777692909569
3518961674,jenn_guerra6,#nationaldogday,196,en,769304409260040196
416994890,allen_robert1,bournemouth,185,en,771060069207343104
2472047306,itsSheenaVargas,#justinssextapeleakedparty,645,en,769858109640626176
2789936522,farahnzwa,galaxy note 7,266,en,771634911190986752
1974006392,lanTudor,#narcos,282,en,771624283047014400
1973262552,dazzleddinah,#respecttylerjoseph,910,en,769311084217905152
734811895190958081,skobsession,#getwellsoonjackson,115,en,771347655804854273
3457371495,telesomario,#ifa2016,214,en,771616334811533312
130932122,pineviewvillage,#nationaldogday,175,en,769309638529544192
705975971095031808,HARRYYOYA,#larryisoverparty,295,en,771629137198841856
732645396418297858,BeautifulLache_,#nationaldogday,29247,en,769311187813236736
703651394822270976,1Fam0usnick,#nationaldogday,15122,en,769311187637006336
952818067,DaTrapMusic,#nationaldogday,56353,en,769311187834134528
725095476870041601,thekawaiirose,#respecttylerjoseph,143,en,769299462564958208
744367703511572480,NotSkoomaPipe,#idonottrustanyonewho,654,en,770277114071232512
124777546,prashain,britney,543,en,770277115291848705
724210128694603776,Garfield_onDrun,britney,184,en,770277123483242496
30571544,ohitsroodie,britney,14300,en,770277126389927937
707053416258797568,DebnamSource,#feartwd,6298,en,770277126440267776
708087926861733888,Nutellairiwn,#happybirthdayliampayne,279,en,770277125756641280
703742582975799296,smoltoloopshi,#happybirthdayliampayne,283,en,770277124339040262
349007298,aderxu_,halsey,729,en,770277129976029184
617598073,renybb7,#votednce,186,en,770277148594696192
2279916672,aleyna__marie,halsey,535,en,770277132907925504
2194765327,deondra_704,#happybirthdayliampayne,382,en,770277145952354304
82069488,twirang,#michaeljacksonday,439,en,770277139010596865
703437234884595713,saccharum_payne,#happybirthdayliampayne,1323,en,770277150431686656
467554781,Zach_bruce,halsey,5040,en,770277138952052736
936497202,jeoneonuw,halsey,174,en,770277148036771840
727803282,firrzanaaah,#isac2016,196,en,770277149852831744
407952633,dmacook,#usopen,138,en,770277127400910848
1290255960,baileymanning_,halsey,730,en,770277137987276800
394620057,tipstermetro,#usopen,7122,en,770277141799903232
703179387529629696,teapot0118,#isac2016,177,en,770277146644271104
124593389,thechelsrhodess,halsey,386,en,770277144773533698
2877586418,BREASYA_,#nationaldogday,10508,en,769311187817394176
2340272625,SosaBeenGlo,#nationaldogday,28597,en,769311188438159366
2818683559,dygnirdina,halsey,411,en,770278106619719681
565824185,williamsjey,galaxy note 7,185,en,771630021286866945
613183640,noonategha,harry potter,156,en,771613969123414016
2608539420,JMFambrough,cape canaveral,128,en,771347649362395137
2580377551,izabell_a_,#nationaldogday,450,en,769312827827818496
857115170,mikaayyllaaaaa,#respecttylerjoseph,1435,en,769311559323574272
123666386,GeekPills,galaxy note 7,225,en,771631404677341184
1973279371,4a_hfs,cape canaveral,191,en,771372530884018176
3042356929,Fumerton_Leya,#sidetosidevideo,302,en,770277144631005184
178655590,swati_less,galaxy note 7,152,en,771632814617878528
201055107,MintManage,#narcos,252,en,771632708506177536
263891173,JuanMiyares,#nationaldogday,102,en,769304499940917249
1972784328,wwe61614,#italiangp,243,en,771627126378274816
2898726941,144jasmine,#respecttylerjoseph,770,en,769304996928188417
88146630,Keje258,galaxy note 7,3368,en,771635410220953600
2949265599,laurenmm7,#perfectillusionseptember9th,144,en,771618202837135361
3375226852,thelifeofdeana,#nationaldogday,241,en,769311285896966144
26347653,AutomaticEarth,#aylan,3744,en,771635567243071489
1972640780,robertwardle95,#italiangp,131,en,771636394439487488
1248230077,Chigodaniels,galaxy note 7,153,en,771636439050104834
2312450815,realredheadsep,#respecttylerjoseph,345,en,769308474375221248
834368527,haleyh519,#nationaldogday,172,en,769308475327381504
131649669,CarinaLynn1712,#getwellsoonjackson,131,en,771322904822767617
711468600335454208,shipperherz,#backtohogwarts,275,en,771347544978796545
978573830,kchappellnews,galaxy note 7,1724,en,771634567224569857
89158554,TreenaCollison,galaxy note 7,232,en,771636656755453952
811837410,eloyrangel97,#narcos,674,en,771610774762496000
95222349,yxhnny,#narcos,5031,en,771610765417521152
343484062,Snowstorm_20,#backtohogwarts,568,en,771341679286751236
4827611272,camzzjaregui1,#veranomtv2016,427,en,771376663733137408
1207779690,germaineguay,#justinssextapeleakedparty,175,en,769854027769139200
2949134994,blakehanash,libero,197,en,769506668228915200
1975455572,TanLlbertyFund,cape canaveral,296,en,771372722022653953
2151505206,njhspride,#larryisoverparty,13040,en,771637110071701506
3409035328,silkflower,#backtohogwarts,6095,en,771352431666003968
263316619,Leia_S__,#nationaldogday,238,en,769305211592642561
2567156660,BoardwalkBark,#nationaldogday,3711,en,769303362181468160
2243209334,Landontuc29,#nationaldogday,314,en,769304217257332736
3485470343,kate_wills13,#nationaldogday,128,en,769309855425462272
3326941406,DGordonValle,harry potter,109,en,771613689875079168
56899709,Mallory_McLean,#nationaldogday,773,en,769310074246340609
826256515,JalenWatley,#nationaldogday,157,en,769308327352434688
49853840,csqured,#nationaldogday,165,en,769304013108109312
1239100872,Goldenoppas,#backtohogwarts,392,en,771336533802528769
2190311394,AckireErickaa,#backtohogwarts,404,en,771321645445156864
16798022,carissasophia,britney,348,en,770277468053831680
2193230643,yeuntrash,#idonottrustanyonewho,1670,en,770277465424031745
145256942,AyevyC,#isac2016,210,en,770277463993614337
531894376,sighautymn,#idonottrustanyonewho,591,en,770277462597070850
321585699,ZakiiBoy,britney,1163,en,770277460520923137
138885684,spearsus,britney,4537,en,770277457131819008
1425667850,pootfarie,#isac2016,371,en,770277455407874048
744473891293241344,nainaq97,#idonottrustanyonewho,125,en,770277455273877504
3017961135,CerealKellerr,halsey,371,en,770277455198294017
20538753,flic22s,#usopen,546,en,770277454992859136
3119336650,gdragonsquad,#isac2016,4456,en,770277453709320192
61163105,msatuan,#isac2016,162,en,770277452891299841
986625210,amalyn__,#isac2016,709,en,770277451368759298
2741348007,mxgcontweets,#happybirthdayliampayne,2031,en,770277449846304768
351257982,_mauritaa,#mtvvmas,183,en,770277445320658944
1892650886,niall_gabby,#happybirthdayliampayne,792,en,770277445182246913
816123902,MollyHedrick,#justinreactivatedparty,684,en,770277444511272960
1363768490,sdbenninghoff,#idonottrustanyonewho,106,en,770277443248746497
2880414276,goldengyeom,#isac2016,200,en,770277441663176705
3246926345,bclieberjb,#justinreactivatedparty,978,en,770277439754887169
509903650,champhuu,#isac2016,643,en,770277440757248001
297310120,ingradical,#happybirthdayliampayne,921,en,770277438903291904
2991212223,shownuistic,#isac2016,459,en,770277440274903041
944903551,deadbaabee,#idonottrustanyonewho,2224,en,770277434293825538
412259483,kn_kakj,#isac2016,513,en,770277433589178368
4649254875,PhantasticBuns,#idonottrustanyonewho,774,en,770277429797453825
1951610876,HfyzaKhlid,#idonottrustanyonewho,498,en,770277419445948417
3186868697,rynsgirlfriend,#justinreactivatedparty,632,en,770277405437095937
377319544,ItsElyssaV,halsey,747,en,770277402756820992
3250920620,Jafffri_,#michaeljacksonday,132,en,770277403847426048
1210728126,southkoreanboys,#isac2016,302,en,770277399523057664
766782117720252416,RealAaronDingle,#idonottrustanyonewho,125,en,770277399179173889
619948639,RobGallagher6,#idonottrustanyonewho,2928,en,770277398445162500
750314805085417472,Aestheticstrade,halsey,516,en,770277396708593664
3233986143,NewHopeTider,#justinreactivatedparty,1072,en,770277388571832320
836796751,xtina_meoow,halsey,151,en,770277387099439104
424835390,MJCtctn,halsey,304,en,770277385354620928
3410763455,jdfollowhelp,#justinreactivatedparty,33830,en,770277384641732609
3613920922,hxppilyzjm,#happybirthdayliampayne,837,en,770277384348135424
2198870456,80sftlwt,#happybirthdayliampayne,5740,en,770277380388630528
702362283859648513,julyeeaahxx,#justinreactivatedparty,185,en,770277380489306112
1250895865,SirapraphaM,#isac2016,591,en,770277380065636353
240816411,ItsmoiDeb,#idonottrustanyonewho,378,en,770277371144470528
175541177,__jnicole,britney,982,en,770277370745982976
220457356,Eddtally99,#idonottrustanyonewho,937,en,770277367424094208
392780489,A_Money2345,#idonottrustanyonewho,101,en,770277364446142464
2186658484,NSaladino4,#happybirthdayliampayne,728,en,770277364161019904
2474916424,danke_yahoo,#happybirthdayliampayne,1582,en,770277358133768192
219050834,itsjozzrenee,#happybirthdayliampayne,6333,en,770277357227679745
785630035,okay_matthewx,#justinreactivatedparty,447,en,770277353402474501
209571424,swiftly_mad,#idonottrustanyonewho,398,en,770277348239224833
1558457227,Iris_Cinotti,#happybirthdayliampayne,1055,en,770277345341169664
4548663019,romannoblemusic,britney,743,en,770277342774190081
605601956,MJDoggoneLover,#michaeljacksonday,2787,en,770277338735054848
394456750,aleclair613,halsey,663,en,770277338638581761
461010831,jiffyhiffy,#justinreactivatedparty,528,en,770277328542838785
1482216361,94friesharry,#happybirthdayliampayne,3982,en,770277334901362688
16353989,WTOC11,#usopen,36872,en,770277325690793984
102428919,_chxma,#idonottrustanyonewho,3885,en,770277324289871872
1266435169,gymyim_sp,#isac2016,585,en,770277324432351232
1522547484,cherrybabeharry,#happybirthdayliampayne,763,en,770277323912450048
763776167061155842,PaigeJo94076042,halsey,119,en,770277318606647296
2351425756,infixitynjh,halsey,1546,en,770277318233300992
737360879642148864,Wavvy_Vibez,#idonottrustanyonewho,132,en,770277312147382272
1715482856,swsclique,#happybirthdayliampayne,12148,en,770277309765091328
66277219,whatevrdoe,britney,1168,en,770277308196347908
424667356,kendyy15,halsey,205,en,770277307944689664
1558700048,scappoconiall,#happybirthdayliampayne,7315,en,770277365197004801
144070386,Nicole_59,#justinreactivatedparty,277,en,770277305549676544
435115324,jessphillips7,#justinreactivatedparty,244,en,770277301955297280
2244230363,girlslovestevo,#michaeljacksonday,539,en,770277298171961344
729505888420044800,kpopdispussy,#isac2016,1289,en,770277295898583040
2206226028,byfarahhh,#isac2016,254,en,770277288935960576
215566100,RedSpadeHanji,#isac2016,122,en,770277288780767232
30214256,aislinghayes,#idonottrustanyonewho,166,en,770277286021136384
2368667244,CAPTSMENDES,#happybirthdayliampayne,6845,en,770277283839942656
869593375,raeanneplbsn,halsey,551,en,770277281033879552
465762292,Krystal_Mendes,halsey,298,en,770277280644009984
169897268,leeswear,britney,285,en,770277278634893312
471703668,acupcake22,#happybirthdayliampayne,531,en,770277275480625152
4325667861,adrienpapii,#idonottrustanyonewho,109,en,770277260033220609
2197541034,its5not4,#happybirthdayliampayne,21134,en,770277263929663488
706516110548574208,camsbehavior,#justinreactivatedparty,225,en,770277247290896384
1723909434,madyson_fosdick,#happybirthdayliampayne,372,en,770277240743616516
1652156852,emma_odo,#happybirthdayliampayne,266,en,770277238147280896
1306465500,brryaIIen,#justinreactivatedparty,3337,en,770277236670799872
81140911,Tech4NonGeeks,galaxy note 7,250,en,771631412336132096
115625625,mrz0,cape canaveral,120,en,771347442696613888
344657535,filitastic,#nationaldogday,207,en,769307606787633152
143450998,minabalondo,#narcos,330,en,771623868016398336
2378113158,ljasarocam,harry potter,123,en,771610521019650048
282087355,bigsamoka,#narcos,178,en,771616181639786500
2396932903,tassiedevil,#narcos,565,en,771616349646835712
1073998224,colliniaz,#larryisoverparty,314,en,771623771635527680
386697701,SEloveispure,#nationaldogday,1254,en,769299197346525184
2425012033,SrkVishu1,#narcos,23262,en,771617164734271488
2162528179,kevinmattel,#perfectillusionseptember9th,151,en,771617173101961216
317757053,andrebudihardjo,galaxy note 7,233,en,771634557015646208
31302108,Marrianneburr,#narcos,269,en,771617236385615872
3437056701,medashuri,#respecttylerjoseph,141,en,769302779122835458
771872976,Unbroken_Noodle,#narcos,623,en,771633026082021376
3029682984,50shades_ofslim,#backtohogwarts,154,en,771336626777841664
74448116,Laatifa,#backtohogwarts,623,en,771336635791372288
522829439,ExandShadow,#nintendodirect,6430,en,771352246978240512
1969083846,Mfvp_5,#italiangp,413,en,771627362869882880
46284448,DonnyRomano,#narcos,339,en,771627348152029184
611831183,gionesydney,#nationaldogday,427,en,769306209853710336
308693285,suprsilentdave,#michaeljacksonday,535,en,770279610235912192
102600230,DavidTDragonite,#youtubeisoverparty,349,en,771380652360933376
762455603545382914,gaminghowlter,#youtubeisoverparty,303,en,771380656043544576
190868501,glenda_52,#britneytoday,159,en,771380658438443008
52464852,Impulse3000,#nintendodirect,179,en,771352169203240962
2163707772,wwabella,#nationaldogday,425,en,769304382496055296
107950559,am_lnblh_j,#backtohogwarts,381,en,771340921384210433
3318258800,1GarthKemp,#nationaldogday,4857,en,769309837968625664
1122222090,MeggMitchelll,#nationaldogday,200,en,769310253099933697
551571181,TheTedwards,#backtohogwarts,299,en,771336829777747968
2485368242,neutrls,#getwellsoonjackson,3607,en,771341680846831617
1572023725,amerefoster58,#nationaldogday,518,en,769308479488090112
2789971762,shaeliii,#narcos,175,en,771610414543015936
16227220,810WGY,galaxy note 7,2210,en,771631010500874241
28492351,FinancialChick,galaxy note 7,129,en,771631007602659328
3911173156,JBVoteNow,#journalsstansparty,104,en,771630974228570112
3911160149,noVote4Biebsus,#journalsstansparty,122,en,771630974119481344
2492011724,virginveinss,#happybirthdayliampayne,358,en,770277124536098816
79896923,TaylorSonnier,#nationaldogday,1573,en,769299015502475265
1971261620,EduMarquez9F,#narcos,281,en,771624388651159552
978856500,OhMyBieber94,#journalsstansparty,183,en,771633599565017088
470128769,unknOwn_Lurker,galaxy note 7,113,en,771633649649233920
395850457,kennethgaron,#backtohogwarts,162,en,771351908552290304
1628967728,Samanthaxxx18,#backtohogwarts,134,en,771351903984812032
21076738,sjwaistle,#nintendodirect,215,en,771351942031372288
186519621,TTech1990,#nationaldogday,396,en,769298710236897280
703515423778676736,peterhurazie,harry potter,103,en,771611220302368768
2923021994,Ba1dere,galaxy note 7,391,en,771630847938039812
215045711,KneelToGreen,#nationaldogday,170,en,769309135838056448
791698418,miniautonews,felipe massa,1196,en,771321524976431104
565356273,OliviaWortley,#prettylittleliars,939,en,771623817592512512
1666309614,stvvvvn,#narcos,128,en,771623867072655360
1909917410,bigbert6969,#nationaldogday,196,en,769312568527691776
506237569,taylor_9814,#respecttylerjoseph,157,en,769300292257058816
1969806223,Lewisc64x,cape canaveral,232,en,771372352613462016
221183134,SamB24,#nintendodirect,139,en,771372399480700928
2295584804,jamsalin,#getwellsoonjackson,153,en,771372406854201344
727057527695900672,tech_guru101,#ifa2016,156,en,771617529739358208
581918068,Marayem_Chan,#backtohogwarts,104,en,771341898346790913
1235996022,cyounginn,cape canaveral,560,en,771372702938562561
273321225,baconfanphakin,#getwellsoonjackson,232,en,771372713478803456
362656284,mrhflrs,britney,225,en,770277317176233984
799333531,chemichaelx,#respecttylerjoseph,2348,en,769297804334403584
755555729923117057,singer89eclipse,#nationaldogday,559,en,769301280380551168
764119663148081153,TexasGamer289,#nationaldogday,260,en,769302407201247232
1740332185,JoaquimFPC,#italiangp,288,en,771628827667632128
1975276057,LozzCunnlngham,cape canaveral,384,en,771372738065891329
232085872,avdecastro,#nationaldogday,789,en,769310789886939136
2727549375,igonzalez_30,#narcos,295,en,771608609738272770
711867541753192448,maraudermoonyAJ,#backtohogwarts,109,en,771322871540879360
620656896,Pollyandally,#getwellsoonjackson,347,en,771341956945371140
2596597644,peterberno,britney,114,en,770277132475904000
3603258912,oblancc,#happyjungkookday,699,en,771058105765330944
515667547,i_am_SHIZZI,#narcos,364,en,771628301785833472
29405965,TwistedMacSista,#larryisoverparty,879,en,771628311751434240
3245054902,jarecdavis,#perfectillusionseptember9th,156,en,771628322988044288
66733501,rajeshpansare,#italiangp,309,en,771628324682555392
351910296,luvsboca,#journalsstansparty,5738,en,771628390709202944
1662578948,mudane23,#messi,320,en,771628413710839808
720954450,RoaaAdelRoOo,sam claflin,990,en,771628402398760960
4925782375,gobsmacked15,#larryisoverparty,3108,en,771628427346522112
326556408,AliFiksss,#narcos,10150,en,771628428617355264
286159270,AmmarAbdSamat,#narcos,327,en,771628459034456065
2470912883,mizukidylan,#larryisoverparty,809,en,771628475589414912
753223144421269504,EllaTomlinson21,#larryisoverparty,763,en,771628515787546624
152305952,SHENAIRA_,#narcos,1433,en,771628507399008256
99326262,Irka_,#narcos,206,en,771628501417926656
4827715165,unicorniosummer,#larryisoverparty,855,en,771628519327617024
938351952,biebsusbelieves,#journalsstansparty,497,en,771628526269108224
2620378000,namelessh__,#aintmyfault,1843,en,771628532199940096
2319124673,coinmaker321,#italiangp,331,en,771628523723161600
424971347,thejoshuatreat,#messi,210,en,771628527250579456
245352170,Olestoepoke,#narcos,501,en,771628548536672257
32156591,glawsfan,#narcos,255,en,771628597236764672
313220593,WeilerAlex,#narcos,412,en,771628597777879041
88657596,mrjaphet,#narcos,156,en,771628642925371392
521002844,PrincessSwift7,#prettylittleliars,516,en,771628648180822016
3019038163,mythicaIwt,#larryisoverparty,2500,en,771628655998963712
4920627202,Secute_belieber,#journalsstansparty,1404,en,771628669953380352
3190613359,itsanahirubio,#larryisoverparty,416,en,771628700039208960
1138503032,FRuiz35,#narcos,410,en,771628691549933568
398441947,Hosea_Hendrick,#narcos,377,en,771628695807143936
286745029,barkhadjama,#italiangp,669,en,771628708327100417
702618325247873025,Purplekidraul6,#journalsstansparty,418,en,771628744884629504
245676874,Usein__,#perfectillusionseptember9th,382,en,771628752707002368
94533179,MARTINrussellHo,verstappen,1117,en,771628778606907392
761601658325524480,rizicky_rangkel,#niallweloveyou,216,en,771628790971703296
295616567,JamieMelia1,#narcos,249,en,771628798143975424
134433820,JusthowIrauhl_6,#journalsstansparty,256,en,771628806717136897
416120587,XxAnnamae,#journalsstansparty,835,en,771628809544081408
52506017,Glambert4everAL,#perfectillusionseptember9th,611,en,771628818737930240
2687421212,Levinessugar,#prettylittleliars,272,en,771628853039030272
49276015,dottom_,#perfectillusionseptember9th,424,en,771628903085383681
1624941644,thebobsesapk,#italiangp,348,en,771628927898914816
1370599070,Eunanfanclub,bournemouth,225,en,771055080846069761
720263975028428801,BTS_LOVER_26,#happyjungkookday,135,en,771055091377967104
35100517,JChelseaboi,bournemouth,236,en,771055095131897856
100942001,NijaActivist,bournemouth,743,en,771055101033185281
712677793,RatedHN,bournemouth,218,en,771055104787030016
25562113,MicrosoftOEM,#lenovolaunch,17966,en,771055106267684864
2156447599,iGet_Thinspired,emma stone,553,en,771055107739791360
1077980982,naseem_sacred,#prettylittleliars,2301,en,771632909908267012
466374879,razeeqLFC,#narcos,154,en,771633631764684802
3279026047,ElizabethAreya3,#justinreactivatedparty,1961,en,770277143867600896
475128391,MonicaNewell1,#idonottrustanyonewho,912,en,770277141741244417
710296241251287040,graceduggan_,halsey,204,en,770277137953591296
196511580,nurmunirahanis,#isac2016,827,en,770277133780258817
2439824900,Takemysoul_BTS,#isac2016,248,en,770277127048400896
751155907,bergstae,britney,235,en,770277147902640128
293530852,RosesBranwen,#idonottrustanyonewho,569,en,770277158476472320
742102807256440833,smarietrades,halsey,1521,en,770277159348817920
156161216,psyduck_psyduck,halsey,881,en,770277162805059584
587636230,joshpan,britney,11632,en,770277204991279104
3350078899,noirtora85,britney,576,en,770277153954947073
30545370,robokidmusic,britney,4989,en,770277162633011200
2595554433,diabetes_geek,halsey,607,en,770277163367006210
56306880,maulidafitriani,#isac2016,608,en,770277165342478336
2416820269,mariaahh_25,halsey,465,en,770277205821665281
56373500,angela_kiger,#westworld,370,en,770277162309996544
24491013,kylegavine,#usopen,1231,en,770277169616392192
712140918011224064,bornfortaehyung,#isac2016,1356,en,770277169733906436
134123540,lynseynadine,halsey,432,en,770277183709257732
232496988,MaCtheDBear,britney,232,en,770277180945276930
3180276331,ilyjkook,#isac2016,981,en,770277183453470720
629022270,asvpxftsuicide,#michaeljacksonday,9507,en,770277156391903232
722159182846107648,markieoppa,#isac2016,115,en,770277184510365696
2377132219,ByahengKN,#isac2016,398,en,770277157725622276
19515463,sammibabe1,halsey,260,en,770277201950416896
1123067425,LuupeRodriguezz,#idonottrustanyonewho,394,en,770277151635406848
2161799132,Tiffany_Harvey_,halsey,959,en,770277187421212674
2732050349,shannonspier_,#happybirthdayliampayne,146,en,770277202533425152
234504119,xnatijax_,#michaeljacksonday,363,en,770277188998270976
66374922,wonhoze,#isac2016,216,en,770277196367859713
29194442,ShanaDan_,#usopen,3258,en,770277194140487680
1900395386,Jiminsstolenjam,#isac2016,3462,en,770277204869677057
1568916566,maryy_daraa,halsey,212,en,770277206597697537
729716562056249344,bawngtanbois,#isac2016,601,en,770277188654333953
137594386,ratedRog,#isac2016,154,en,770277155976519680
248383985,gabrielleg4l,#happybirthdayliampayne,1875,en,770277189631741956
17596856,vodaka_orange,#idonottrustanyonewho,120,en,770277155582476288
275143771,DaniellaScoleri,#idonottrustanyonewho,188,en,770277216391401473
87148320,hellodkh,#isac2016,277,en,770277216680681472
1736440746,Nwtuningtech,britney,864,en,770277229817233408
